Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F1024,Mothbeans,267.780434,Sprinkler,1.562562474,3.127636802,50.97677978,Loamy,Rabi,96094.61868
F1025,Mothbeans,382.062319,Manual,4.487198174,1.431471206,35.42214258,Clay,Kharif,99685.76776
F1026,Mothbeans,359.2061533,Sprinkler,6.250793671,4.331325866,40.26743163,Clay,Rabi,61519.37673
F1027,Mothbeans,104.6484041,Sprinkler,5.177835541,0.879189648,54.240043,Peaty,Kharif,47677.12727
F1028,Mothbeans,240.9410545,Manual,6.572838856,2.102418883,49.99814727,Silty,Kharif,60998.05593
F1029,Mothbeans,241.532567,Sprinkler,5.322648329,3.561729862,52.20467405,Loamy,Rabi,89308.8587
F1030,Mothbeans,195.3300125,Sprinkler,6.955334609,1.733541637,25.47380666,Silty,Kharif,44420.3975
F1031,Mothbeans,263.4738063,Flood,2.972134582,4.224538377,22.78877703,Clay,Kharif,96646.69562
F1032,Mothbeans,212.4226249,Rain-fed,2.015588685,3.82940522,55.73618916,Silty,Rabi,53930.60382
F1033,Mothbeans,107.6792898,Manual,6.367905592,4.0506028,35.51337078,Clay,Rabi,99006.25616
F1034,Mothbeans,212.0595788,Flood,5.362205652,1.035979411,31.51518712,Loamy,Rabi,88702.62213
F1035,Mothbeans,45.41570431,Rain-fed,1.241808886,1.132462076,48.98785017,Loamy,Kharif,86599.93739
F1036,Mothbeans,292.1350728,Rain-fed,4.424336969,1.78913182,53.45662386,Peaty,Zaid,52253.32716
F1037,Mothbeans,428.290729,Rain-fed,1.955130269,2.831347243,54.49958488,Peaty,Kharif,30614.40484
F1038,Mothbeans,365.3906713,Flood,5.782211486,3.866072345,32.63988565,Silty,Zaid,56749.30362
F1039,Mothbeans,186.5930796,Flood,4.561999117,4.264389008,54.08849565,Loamy,Rabi,51126.65588
F1040,Mothbeans,52.66489073,Rain-fed,6.5183672,3.669508922,21.63735777,Loamy,Zaid,32617.78933
F1041,Mothbeans,109.0532056,Sprinkler,8.250419969,4.678685967,21.98645966,Peaty,Rabi,65375.56796
F1042,Mothbeans,277.2902668,Sprinkler,3.697018155,3.824345793,44.94076781,Clay,Rabi,58212.19179
F1043,Mothbeans,111.4579709,Flood,9.658918937,1.878205492,22.52425476,Silty,Zaid,74418.95274
F1044,Mothbeans,276.5468245,Flood,5.820710505,1.69286578,32.98436674,Silty,Rabi,73483.04255
F1045,Mothbeans,123.4835221,Flood,6.564617189,3.632866026,46.91023945,Peaty,Zaid,38452.26451
F1046,Mothbeans,425.972696,Rain-fed,7.126051359,1.367917559,33.49067584,Loamy,Rabi,98387.58823
F1047,Mothbeans,204.6630217,Sprinkler,7.000583769,0.917216649,27.18399126,Peaty,Kharif,43085.20006
F1048,Mothbeans,130.3198067,Flood,5.598736687,2.895002937,31.25402487,Peaty,Kharif,61169.18173
F1049,Mothbeans,408.0398283,Flood,4.85887862,4.197387064,38.30301329,Peaty,Rabi,64168.22804
F1000,Mungbean,408.4007706,Rain-fed,2.426032335,4.754172423,30.86656765,Clay,Rabi,34263.38803
F1001,Mungbean,58.62250209,Flood,1.559845824,0.757565121,24.15025374,Clay,Zaid,79109.56859
F1002,Mungbean,220.0356968,Manual,8.404326295,4.689493789,31.81688145,Loamy,Rabi,30687.92868
F1003,Mungbean,317.9660634,Flood,3.802437459,0.727283266,23.6223787,Peaty,Rabi,58642.78112
F1004,Mungbean,115.4262546,Flood,4.615272035,2.962871349,46.72013003,Silty,Rabi,53056.54885
F1005,Mungbean,317.4592704,Flood,5.524751724,4.506984266,25.33307265,Clay,Kharif,78536.4277
F1006,Mungbean,462.5957704,Flood,8.555079108,1.682244246,54.07383703,Silty,Rabi,83637.18309
F1007,Mungbean,498.7838843,Rain-fed,6.857498994,2.625118245,52.68764203,Clay,Zaid,51286.62452
F1008,Mungbean,25.90102763,Rain-fed,6.535581669,1.959479956,20.54646742,Loamy,Zaid,86813.89101
F1009,Mungbean,125.4382318,Flood,2.5810489,4.784647627,55.82905422,Loamy,Rabi,50574.17324
F1010,Mungbean,162.0504867,Flood,5.618709025,4.206405176,21.15777267,Silty,Rabi,61242.8452
F1011,Mungbean,205.5717892,Manual,7.438429155,3.690506801,29.5858314,Loamy,Rabi,80891.29689
F1012,Mungbean,128.7060072,Flood,9.759347947,3.14432144,21.29556551,Silty,Zaid,78504.41605
F1013,Mungbean,109.7091173,Rain-fed,2.812656783,4.192663052,33.43373948,Clay,Zaid,99115.79306
F1014,Mungbean,477.7313828,Sprinkler,1.085890178,2.265201687,40.55466103,Peaty,Kharif,45761.2717
F1015,Mungbean,460.0755854,Rain-fed,1.677712902,2.513983348,51.86579476,Loamy,Kharif,76362.25395
F1016,Mungbean,33.02632549,Manual,4.382672187,3.785007745,33.51926202,Clay,Kharif,72677.73358
F1017,Mungbean,176.0183806,Rain-fed,8.38490183,2.109896435,48.21960099,Peaty,Zaid,94056.89181
F1018,Mungbean,208.5227913,Sprinkler,1.064278736,0.787554239,27.50017828,Peaty,Kharif,40945.34992
F1019,Mungbean,127.117122,Flood,5.110575336,0.83450574,50.02393827,Peaty,Rabi,82625.87145
F1020,Mungbean,318.1477195,Sprinkler,3.963075538,1.019132606,29.43986424,Clay,Rabi,69778.80314
F1021,Mungbean,323.7865659,Flood,1.472335391,4.413565955,25.74179024,Clay,Zaid,49226.61089
F1022,Mungbean,426.7470719,Flood,5.05212658,2.625018916,27.41635401,Silty,Kharif,63210.44399
F1023,Mungbean,373.0259415,Rain-fed,3.292738366,3.707970662,27.28252516,Peaty,Rabi,53364.36179
F1024,Mungbean,275.8609302,Rain-fed,4.166963509,2.26809201,40.51451518,Peaty,Zaid,70551.9382
F1025,Mungbean,330.2575173,Rain-fed,7.350537743,1.664199263,53.79190325,Peaty,Kharif,92230.04276
F1026,Mungbean,144.254503,Manual,5.693958855,2.062364754,23.18420308,Silty,Rabi,69851.34891
F1027,Mungbean,300.5975331,Rain-fed,2.121826861,4.073820554,48.27825274,Peaty,Kharif,74220.56928
F1028,Mungbean,249.7213548,Manual,9.652730864,3.313472563,46.17385839,Clay,Zaid,66312.3493
F1029,Mungbean,75.33878899,Rain-fed,6.723196891,4.71937901,54.90079807,Peaty,Kharif,33581.58545
F1030,Mungbean,128.8466955,Flood,7.892815831,3.558671504,29.76590242,Loamy,Zaid,46300.09898
F1031,Mungbean,152.9297909,Manual,1.71291835,3.065817343,38.00439435,Clay,Kharif,64440.12106
F1032,Mungbean,462.9116879,Sprinkler,1.423525415,3.24588204,57.03309498,Silty,Rabi,51716.46986
F1033,Mungbean,122.8894533,Manual,1.175032453,4.740671478,46.39973801,Peaty,Zaid,42723.45184
F1034,Mungbean,151.7295124,Manual,2.69914625,4.046904184,35.55073651,Loamy,Zaid,65289.29893
F1035,Mungbean,190.9835237,Sprinkler,4.729675579,0.608185568,25.25649531,Silty,Zaid,52596.68554
F1036,Mungbean,335.2339419,Manual,9.422435201,2.903628633,30.49940032,Silty,Kharif,48067.53502
F1037,Mungbean,67.93681231,Flood,5.113536933,3.597522852,43.2486191,Clay,Kharif,62478.97922
F1038,Mungbean,477.4331541,Rain-fed,3.612295948,3.869143153,48.7267179,Silty,Rabi,39329.89807
F1039,Mungbean,434.1298978,Sprinkler,6.057417282,1.459139537,24.97687547,Silty,Zaid,94942.20132
F1040,Mungbean,292.8358758,Rain-fed,2.007411203,4.402298095,43.9838904,Silty,Zaid,90739.14685
F1041,Mungbean,340.278555,Flood,6.485553019,4.801294162,42.01405115,Silty,Kharif,79533.441
F1042,Mungbean,18.16363091,Sprinkler,6.115887589,1.565218876,40.55821787,Peaty,Kharif,37434.96793
F1043,Mungbean,176.0829399,Rain-fed,8.127937301,4.471769559,47.60492471,Peaty,Rabi,84311.40781
F1044,Mungbean,399.873513,Rain-fed,9.880188505,0.936404431,53.4979838,Peaty,Rabi,86557.01297
F1045,Mungbean,47.96665716,Flood,3.257861245,0.750680763,32.91958733,Peaty,Kharif,83743.52324
F1046,Mungbean,148.3337788,Rain-fed,5.586908057,1.0815071,55.5604876,Loamy,Zaid,37977.6121
F1047,Mungbean,296.7954459,Flood,9.179788657,0.759834858,26.4253445,Peaty,Rabi,75073.55699
F1048,Mungbean,135.6423836,Manual,8.06670896,4.302555067,26.92095479,Silty,Kharif,88402.7357
F1049,Mungbean,467.6492073,Flood,5.386656728,0.76572565,30.67088254,Peaty,Kharif,70414.73809
F1000,Muskmelon,326.7396139,Flood,7.142605571,3.808528331,36.21886705,Silty,Zaid,48246.31584
F1001,Muskmelon,234.5981049,Flood,6.960089425,3.315424608,59.36357856,Loamy,Rabi,36476.99881
F1002,Muskmelon,269.0665867,Manual,7.437900795,3.113401996,31.68995827,Silty,Rabi,57960.25953
F1003,Muskmelon,26.84466059,Flood,3.413289067,3.83757858,31.79268953,Peaty,Kharif,59325.04568
F1004,Muskmelon,323.0918808,Sprinkler,3.84101633,3.538538769,34.18192835,Silty,Zaid,66019.32532
F1005,Muskmelon,49.90913432,Flood,2.12726108,1.426468947,42.58376325,Peaty,Kharif,79627.4987
F1006,Muskmelon,223.1571512,Flood,6.899589747,2.086164711,30.09290977,Silty,Rabi,93427.06501
F1007,Muskmelon,153.4009979,Flood,1.358174146,1.067495638,56.61159762,Silty,Rabi,39641.38692
F1008,Muskmelon,277.2596956,Flood,6.37914102,1.08435656,30.62742259,Clay,Kharif,33804.36688
F1009,Muskmelon,75.37400441,Rain-fed,8.827262964,3.542880859,55.83262926,Peaty,Kharif,31297.18635
F1010,Muskmelon,348.905267,Flood,9.017489335,4.363700481,24.13900255,Silty,Zaid,40053.49646
F1011,Muskmelon,399.5556531,Sprinkler,5.041339843,4.832296627,46.2625081,Loamy,Zaid,76056.464
F1012,Muskmelon,90.04368037,Sprinkler,5.133733194,3.327562029,56.27942074,Silty,Rabi,80923.39546
F1013,Muskmelon,61.1134128,Flood,1.692722647,1.328455955,26.74997754,Silty,Zaid,85055.39995
F1014,Muskmelon,81.30258657,Manual,7.036885229,0.975426555,58.7330784,Loamy,Zaid,47059.57483
F1015,Muskmelon,439.7925053,Rain-fed,8.391334783,4.157829372,38.11533442,Peaty,Rabi,51412.63693
F1016,Muskmelon,268.8127383,Flood,3.201895491,3.104404144,57.82860434,Clay,Rabi,63819.42519
F1017,Muskmelon,238.957888,Flood,4.791707935,3.282282595,47.07280175,Clay,Rabi,34422.81678
F1018,Muskmelon,62.28879136,Flood,8.549554031,4.016579399,32.06347479,Clay,Rabi,72779.90662
F1019,Muskmelon,328.2824433,Manual,8.894084209,3.664747525,27.532101,Loamy,Kharif,98861.45236
F1020,Muskmelon,435.3198,Manual,3.188619822,4.255062138,32.14940185,Silty,Rabi,55256.4418
F1021,Muskmelon,415.811076,Manual,5.955135711,0.752962575,23.72069637,Peaty,Rabi,82699.32326
F1022,Muskmelon,316.7668074,Rain-fed,2.732438356,3.863842865,25.75471865,Silty,Rabi,65002.37409
F1023,Muskmelon,46.88657116,Sprinkler,1.916908877,4.328837408,24.18641761,Clay,Zaid,38946.82911
F1024,Muskmelon,65.07454332,Rain-fed,9.200084513,1.787607691,36.91774175,Silty,Rabi,70756.62142
F1025,Muskmelon,34.16140368,Manual,8.384567538,3.382012733,51.82313505,Loamy,Kharif,50991.19879
F1026,Muskmelon,136.1648161,Sprinkler,7.840314116,1.913729287,25.65534217,Loamy,Kharif,32408.22459
F1027,Muskmelon,76.47411891,Sprinkler,1.438896869,4.810869799,25.21281733,Peaty,Rabi,74445.08111
F1028,Muskmelon,137.4235397,Manual,8.593559134,0.650406076,45.73715798,Peaty,Kharif,90125.26445
F1029,Muskmelon,198.6784473,Manual,4.942396683,3.109067797,27.88731928,Clay,Zaid,54133.88368
F1030,Muskmelon,472.0615642,Rain-fed,4.08155611,1.249265962,23.90440152,Peaty,Rabi,57320.6883
F1031,Muskmelon,309.0842693,Manual,5.918287249,3.704990923,26.67394313,Silty,Kharif,92371.51781
F1032,Muskmelon,419.137155,Sprinkler,1.822179185,1.291506275,56.94925584,Loamy,Kharif,86952.61694
F1033,Muskmelon,358.0722353,Flood,7.809818944,1.559224679,52.85885011,Loamy,Rabi,80046.69765
F1034,Muskmelon,65.12653396,Manual,6.241915692,2.72466865,34.16258249,Loamy,Kharif,47415.79446
F1035,Muskmelon,370.6009991,Manual,2.679310872,4.616757275,46.23283069,Peaty,Rabi,93715.16585
F1036,Muskmelon,144.798452,Rain-fed,2.694089798,1.452714675,41.49102695,Loamy,Kharif,40809.10303
F1037,Muskmelon,323.162845,Rain-fed,2.658237864,1.149080095,47.08497054,Loamy,Zaid,73873.93636
F1038,Muskmelon,177.0713671,Manual,1.513021488,3.915395743,47.3068461,Loamy,Kharif,32016.08264
F1039,Muskmelon,498.859409,Sprinkler,6.290186044,2.752787896,45.1493606,Clay,Kharif,75060.38644
F1040,Muskmelon,139.140225,Sprinkler,8.563133598,4.603033006,30.64405474,Clay,Rabi,49400.10463
F1041,Muskmelon,146.7739307,Flood,1.157483926,1.159765507,21.56025683,Peaty,Kharif,61477.3884
F1042,Muskmelon,466.0294052,Manual,1.441041805,3.406675519,38.22267128,Loamy,Rabi,54168.51864
F1043,Muskmelon,22.07575827,Rain-fed,6.15493249,1.547956158,55.63895539,Peaty,Zaid,42092.97294
F1044,Muskmelon,351.3776041,Sprinkler,8.375461168,1.205421929,42.77989034,Loamy,Rabi,73538.65531
F1045,Muskmelon,365.4099315,Flood,3.940650015,3.575432368,53.29564167,Loamy,Rabi,91738.28886
F1046,Muskmelon,419.8255029,Manual,4.146529589,3.17158079,59.66497372,Loamy,Kharif,97135.89696
F1047,Muskmelon,487.4752622,Sprinkler,6.367118477,3.896723563,26.54464817,Peaty,Zaid,43464.24542
F1048,Muskmelon,488.0449404,Manual,3.467916002,1.892581594,47.67110557,Peaty,Rabi,80216.09418
F1049,Muskmelon,41.98561121,Manual,1.239475295,2.515872454,46.97174295,Loamy,Kharif,76503.75566
F1000,Orange,178.2551169,Sprinkler,1.904117947,1.730939131,44.64731861,Silty,Kharif,67299.29926
F1001,Orange,19.35860768,Sprinkler,5.58242169,2.298461009,58.43317668,Loamy,Rabi,62992.52559
F1002,Orange,347.9977112,Sprinkler,1.222029591,4.92287053,56.11472094,Loamy,Rabi,98676.83372
F1003,Orange,473.2924817,Sprinkler,4.662085883,2.91411676,47.8701926,Peaty,Kharif,81826.48079
F1004,Orange,319.7388597,Manual,2.986291673,2.76183552,23.86562337,Silty,Zaid,38260.42186
F1005,Orange,223.2934349,Sprinkler,5.799775262,1.660003197,30.96656151,Clay,Rabi,82957.74171
F1006,Orange,267.3254081,Flood,9.963942842,3.656136021,32.80226908,Clay,Zaid,36667.42538
F1007,Orange,107.8181158,Flood,8.204824946,0.564678283,50.52600231,Loamy,Kharif,31922.93938
F1008,Orange,377.7666402,Sprinkler,8.610778825,0.722806834,52.08996717,Clay,Zaid,58253.81267
F1009,Orange,375.7457167,Flood,6.717384886,3.197113642,35.40424492,Loamy,Rabi,99550.4721
F1010,Orange,81.30347719,Rain-fed,1.374038634,2.037535582,36.71535986,Peaty,Rabi,42241.87553
F1011,Orange,440.2094074,Manual,2.861179084,4.789923675,21.78036157,Clay,Rabi,77085.10405
F1012,Orange,141.9029723,Sprinkler,9.325581008,4.564358108,31.56546874,Silty,Kharif,42137.72463
F1013,Orange,491.3054699,Sprinkler,4.295018061,3.711678164,38.05140709,Clay,Rabi,80735.08825
F1014,Orange,197.6224769,Manual,1.932730538,4.181655115,24.67932186,Loamy,Kharif,65374.75678
F1015,Orange,97.16318878,Flood,7.321648293,3.502993324,38.13069843,Peaty,Zaid,77598.01971
F1016,Orange,182.3428546,Manual,3.695119515,1.065119462,54.12703249,Loamy,Rabi,44201.12231
F1017,Orange,225.6883611,Manual,3.419712216,3.944945164,43.25284079,Clay,Rabi,82193.98328
F1018,Orange,43.96080879,Flood,9.9817971,1.445863859,23.1571942,Loamy,Rabi,99693.33417
F1019,Orange,293.3270068,Manual,8.723250325,1.955492848,27.66685275,Loamy,Zaid,76595.53504
F1020,Orange,302.8398955,Flood,4.671440365,4.186553954,38.98177401,Peaty,Rabi,64543.59987
F1021,Orange,372.0759231,Flood,9.82235087,2.914365238,34.45948599,Silty,Kharif,94622.1792
F1022,Orange,24.29324722,Manual,6.851019011,4.369733214,34.34908078,Clay,Zaid,31109.62896
F1023,Orange,275.2067251,Rain-fed,7.678202067,1.458658939,41.17069793,Peaty,Zaid,81094.64635
F1024,Orange,35.9246423,Flood,1.283617388,3.235002974,43.37583686,Silty,Zaid,92212.25618
F1025,Orange,353.5606678,Manual,2.094447334,0.877059376,51.87446281,Loamy,Zaid,34317.22085
F1026,Orange,37.30671299,Flood,6.697766138,3.393774471,33.63866254,Silty,Zaid,61504.49193
F1027,Orange,456.7466457,Rain-fed,9.091215844,3.93140317,52.21865132,Loamy,Kharif,44330.36178
F1028,Orange,354.0204578,Rain-fed,6.613693535,3.132189023,33.54444916,Loamy,Zaid,69656.27159
F1029,Orange,258.6209849,Sprinkler,2.206224049,1.698041757,22.21731956,Peaty,Rabi,75468.0071
F1030,Orange,226.3369224,Flood,2.041840416,0.64104201,42.16750604,Loamy,Zaid,51183.62281
F1031,Orange,74.0295889,Flood,8.597673062,1.037519978,43.516093,Peaty,Zaid,62198.71688
F1032,Orange,152.5897009,Manual,2.253721048,3.300363406,57.38160982,Silty,Zaid,49553.76397
F1033,Orange,435.7899615,Flood,5.682087645,4.704890976,49.04245304,Silty,Zaid,55857.38151
F1034,Orange,453.1818777,Sprinkler,1.33401988,1.429404818,56.7109061,Loamy,Zaid,41167.79697
F1035,Orange,10.3663771,Rain-fed,1.726027907,3.807617671,56.33388841,Peaty,Kharif,91989.16105
F1036,Orange,301.1268318,Rain-fed,7.051134409,4.399029785,44.18296441,Loamy,Kharif,30700.72874
F1037,Orange,362.4572984,Sprinkler,7.202632694,2.843969803,41.11048261,Peaty,Zaid,91768.64305
F1038,Orange,313.1860214,Flood,4.073224659,3.511696081,42.29763869,Peaty,Kharif,70017.52148
F1039,Orange,50.02308478,Flood,2.940487887,4.167568925,59.13323231,Peaty,Rabi,53216.04909
F1040,Orange,116.6852004,Sprinkler,8.323392437,1.67303821,50.92670767,Silty,Zaid,80613.99878
F1041,Orange,132.666731,Manual,2.953929065,1.836030534,24.25063619,Peaty,Rabi,65542.65063
F1042,Orange,417.5450693,Rain-fed,5.878243627,0.502823825,51.13713627,Silty,Rabi,64937.60607
F1043,Orange,236.9677238,Sprinkler,9.713879568,4.833923589,26.82152196,Peaty,Zaid,37709.9598
F1044,Orange,248.5458239,Sprinkler,2.330671941,4.628952026,37.89402196,Silty,Rabi,57266.12182
F1045,Orange,468.0975928,Flood,9.467886407,3.940557187,28.41838689,Clay,Rabi,46874.50421
F1046,Orange,322.1720855,Rain-fed,2.646037478,0.855842094,47.58332262,Silty,Rabi,31098.71339
F1047,Orange,450.3471738,Flood,6.106988872,2.513763004,55.09238945,Silty,Zaid,55206.97415
F1048,Orange,233.6893391,Sprinkler,4.393069408,0.958512893,31.61447541,Loamy,Zaid,36287.54906
F1049,Orange,83.22376667,Manual,9.684357414,0.571641203,23.28042965,Peaty,Rabi,47978.10264
F1000,Papaya,55.33314438,Flood,9.127250861,2.039838826,30.27657139,Silty,Rabi,75326.38569
F1001,Papaya,59.46139652,Sprinkler,1.457680813,1.375085836,52.03210752,Peaty,Rabi,97826.1078
F1002,Papaya,107.5155343,Flood,8.772011227,3.028766495,45.28489714,Clay,Rabi,79977.05635
F1003,Papaya,499.9261298,Manual,4.068530215,1.915538679,40.14054045,Clay,Zaid,94726.10267
F1004,Papaya,11.07023,Manual,9.095614886,0.879669034,22.40434224,Clay,Zaid,66199.23244
F1005,Papaya,322.9495917,Manual,9.467919157,3.58252739,56.6373985,Loamy,Rabi,38194.50891
F1006,Papaya,79.20941203,Flood,7.037783983,3.684889434,44.61805682,Silty,Zaid,66972.4405
F1007,Papaya,461.107787,Manual,6.979814079,2.119965885,27.70764379,Peaty,Kharif,38881.09796
F1008,Papaya,55.88011773,Sprinkler,5.074789039,0.845255298,44.25544468,Silty,Rabi,71474.54354
F1009,Papaya,477.9809617,Rain-fed,8.519862021,2.418339728,47.09853417,Clay,Rabi,63774.51424
F1010,Papaya,309.3539299,Flood,9.654514826,2.490509561,41.03081347,Peaty,Zaid,73580.27785
F1011,Papaya,10.62135769,Manual,7.975736203,3.509018982,48.72406952,Peaty,Rabi,30703.28867
F1012,Papaya,448.063527,Sprinkler,6.597430604,1.919373761,43.25815792,Clay,Kharif,43638.83442
F1013,Papaya,265.6387827,Rain-fed,6.461136062,3.571696759,57.91078328,Silty,Zaid,64393.13023
F1014,Papaya,138.7081703,Sprinkler,8.645229114,4.421698438,22.14788314,Clay,Zaid,96535.24931
F1015,Papaya,385.966797,Manual,5.870833892,1.568687191,24.24982834,Silty,Rabi,56852.63282
F1016,Papaya,464.0661214,Sprinkler,8.234738976,4.905138003,26.94686548,Peaty,Rabi,59706.04182
F1017,Papaya,247.0085033,Rain-fed,5.579967297,2.238656617,47.60684282,Peaty,Rabi,80028.72623
F1018,Papaya,164.6212025,Manual,1.561998475,1.702664083,45.82383491,Clay,Zaid,72265.49301
F1019,Papaya,396.5831107,Rain-fed,4.45552308,2.396800321,55.68235441,Peaty,Rabi,50924.83051
F1020,Papaya,344.0748939,Sprinkler,4.999968619,0.924788642,49.31509812,Loamy,Kharif,58757.14769
F1021,Papaya,445.488717,Flood,2.274555205,1.065676579,40.3342195,Peaty,Rabi,45238.98592
F1022,Papaya,349.3318663,Flood,1.922466963,2.364953211,59.6732717,Loamy,Rabi,97621.50214
F1023,Papaya,129.3288861,Flood,5.819184547,3.931000349,30.64431825,Peaty,Zaid,39144.40671
F1024,Papaya,466.5130324,Flood,1.766292729,4.551405078,53.32766639,Clay,Rabi,56028.57492
F1025,Papaya,61.36951613,Rain-fed,3.726506511,3.491680958,37.07161489,Clay,Zaid,31808.72806
F1026,Papaya,141.2919476,Flood,7.701372784,0.973487999,45.94940556,Loamy,Rabi,45524.56444
F1027,Papaya,264.8953578,Rain-fed,9.679889616,3.52408893,49.09073882,Clay,Kharif,84632.97969
F1028,Papaya,287.2135928,Manual,7.460835225,3.359425643,45.35016349,Peaty,Kharif,44082.26626
F1029,Papaya,17.50218745,Flood,9.933629936,4.125937632,25.62029212,Peaty,Zaid,35604.43818
F1030,Papaya,392.4806357,Rain-fed,7.285041742,4.213619,37.71804043,Clay,Zaid,63211.72259
F1031,Papaya,187.187586,Flood,3.644150236,4.406913841,42.45753512,Peaty,Rabi,30697.84643
F1032,Papaya,209.1450851,Flood,7.048472865,2.363591816,53.96175037,Silty,Rabi,35933.63081
F1033,Papaya,406.5910768,Flood,7.319410887,3.640389779,37.74582995,Silty,Kharif,86533.81087
F1034,Papaya,195.8488619,Rain-fed,4.345542862,1.707126615,56.74989219,Peaty,Rabi,84003.13414
F1035,Papaya,33.14018948,Sprinkler,1.159424655,4.99701326,37.61496892,Clay,Kharif,94059.71743
F1036,Papaya,96.45548753,Flood,7.328798063,1.289004086,41.95119437,Loamy,Zaid,89816.08051
F1037,Papaya,478.3925545,Flood,1.195300857,0.545514942,51.85142732,Clay,Rabi,77822.28943
F1038,Papaya,44.49862758,Manual,6.680692703,1.169639215,43.32270738,Loamy,Zaid,33663.30001
F1039,Papaya,183.9162885,Sprinkler,2.472548399,3.991425303,58.4087229,Clay,Rabi,84799.40326
F1040,Papaya,256.5577919,Rain-fed,6.09043175,2.510526544,46.41343322,Peaty,Kharif,89185.75676
F1041,Papaya,251.7076054,Manual,5.535217228,2.513751115,40.90837816,Silty,Zaid,85935.7502
F1042,Papaya,11.94037208,Flood,1.121622781,4.797603138,20.94367871,Clay,Zaid,65593.53247
F1043,Papaya,255.5697384,Manual,4.265792353,4.638357086,36.5493159,Loamy,Rabi,46303.12871
F1044,Papaya,198.0485044,Manual,6.409820507,1.90037632,31.96993677,Silty,Zaid,89173.0983
F1045,Papaya,486.3188744,Flood,8.637458967,1.44076158,49.92422672,Loamy,Kharif,80901.39668
F1046,Papaya,87.98795116,Sprinkler,8.997779025,4.318169945,28.33110701,Peaty,Zaid,98653.28221
F1047,Papaya,183.5355564,Sprinkler,5.35464973,4.57708582,28.20880349,Silty,Zaid,40898.48184
F1048,Papaya,215.5459277,Manual,7.555802386,2.937186153,27.58076173,Loamy,Rabi,45796.52081
F1049,Papaya,201.4398332,Flood,3.848091189,3.3324067,25.02462453,Clay,Zaid,44825.87049
F1000,Pigeonpeas,398.3444861,Manual,3.267983995,4.533155224,34.22119189,Clay,Rabi,85187.96717
F1001,Pigeonpeas,101.5845753,Rain-fed,9.286808059,3.58570746,52.35434156,Silty,Rabi,87267.29178
F1002,Pigeonpeas,42.66331661,Rain-fed,6.234299541,4.365412462,31.7880548,Silty,Zaid,97053.8453
F1003,Pigeonpeas,499.2947952,Sprinkler,5.801321879,0.899479701,42.84851671,Silty,Rabi,87698.75901
F1004,Pigeonpeas,22.16043361,Sprinkler,6.367542397,4.392477393,49.81590957,Loamy,Rabi,69538.90057
F1005,Pigeonpeas,419.2695895,Manual,4.294254392,1.942789579,35.15823639,Loamy,Kharif,42575.98761
F1006,Pigeonpeas,189.0297524,Rain-fed,8.263963183,1.302491806,32.1107043,Loamy,Kharif,36983.44904
F1007,Pigeonpeas,422.3915753,Manual,5.709576244,1.577164264,38.37384041,Peaty,Zaid,33815.83229
F1008,Pigeonpeas,281.7640407,Rain-fed,2.050731125,2.380858286,52.71853977,Peaty,Rabi,76656.80822
F1009,Pigeonpeas,451.7993024,Rain-fed,2.161586123,1.630364021,57.19687053,Clay,Rabi,86527.53788
F1010,Pigeonpeas,463.8345633,Rain-fed,5.831732319,1.942554137,41.80333651,Loamy,Rabi,65607.87655
F1011,Pigeonpeas,14.45810883,Sprinkler,9.429131963,1.107403187,46.45864821,Silty,Zaid,33829.99224
F1012,Pigeonpeas,46.95196624,Rain-fed,3.775169095,1.832795445,56.13094489,Silty,Rabi,67482.94022
F1013,Pigeonpeas,132.6757775,Rain-fed,8.82587052,3.075277165,23.94187406,Clay,Kharif,95502.44831
F1014,Pigeonpeas,337.964554,Rain-fed,7.876860279,2.488341686,29.28314311,Silty,Zaid,71832.92337
F1015,Pigeonpeas,445.2533763,Flood,3.230311986,2.060234426,48.35600025,Clay,Kharif,86659.92419
F1016,Pigeonpeas,235.3715561,Sprinkler,1.327066735,3.85903458,52.94977848,Loamy,Kharif,86010.68539
F1017,Pigeonpeas,307.416827,Flood,1.916625386,4.520794871,54.28116113,Silty,Zaid,95249.03698
F1018,Pigeonpeas,102.3649279,Sprinkler,7.556445405,3.905551503,36.60428707,Loamy,Kharif,83916.0136
F1019,Pigeonpeas,404.4337486,Manual,2.797027642,1.99400316,23.57359609,Peaty,Rabi,82339.03598
F1020,Pigeonpeas,483.9907746,Flood,4.341438285,3.849989755,37.51125909,Silty,Zaid,46387.18655
F1021,Pigeonpeas,141.6134771,Manual,5.515292494,1.183910821,29.22938361,Peaty,Kharif,34194.76087
F1022,Pigeonpeas,252.4647163,Rain-fed,7.529213516,1.086430946,31.6478582,Silty,Rabi,66231.96255
F1023,Pigeonpeas,52.19689415,Manual,2.019081009,2.055321667,50.89070227,Loamy,Rabi,38710.39456
F1024,Pigeonpeas,283.9769617,Manual,4.657297647,4.134660661,23.02108344,Clay,Kharif,97353.71134
F1025,Pigeonpeas,256.3638865,Manual,5.365656182,1.608567113,53.1032487,Loamy,Rabi,50294.73338
F1026,Pigeonpeas,80.77387724,Manual,5.867443576,0.78464034,37.10676343,Loamy,Zaid,89706.09424
